"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0005798","GO:0005798","Golgi-associated vesicle","71/4843","136/23436",3.76472065707239e-16,5.46991766056989e-15,2.2844744544464e-15,"99412/68137/17274/103694/11769/66366/21766/94221/66397/56494/53612/68581/18570/16432/11820/16004/67180/68090/53611/54130/54399/20872/240756/12847/93840/68365/77038/14683/67549/12757/67898/74277/56334/56041/74585/54161/67456/18550/18220/11765/213827/27965/29873/12217/108686/217030/217887/23969/327958/238988/208158/218035/70361/69668/67300/74325/11840/216549/195040/64011/207352/17760/59042/22134/67511/56447/72108/26875/20661/66913/66191",71
"GO:0098948","GO:0098948","intrinsic component of postsynaptic specialization membrane","61/4843","111/23436",1.9060945538014e-15,2.716184739167e-14,1.13439635388181e-14,"14395/13642/53623/14809/232370/14394/19280/50997/14816/20503/14399/432530/68585/14799/319504/13385/52882/72555/20273/12558/12794/14802/14810/14397/14812/19277/11941/80749/245537/14396/64085/12669/19268/14402/14800/238205/242443/65945/11496/56543/14803/216028/229791/225875/269994/272381/226016/192198/246317/241568/216856/331461/23859/81905/110886/14811/74342/66673/192167/54376/76965",61
"GO:0099146","GO:0099146","intrinsic component of postsynaptic density membrane","48/4843","77/23436",2.24739574642737e-15,3.14211367566544e-14,1.31228271986027e-14,"13642/53623/14809/232370/19280/50997/14816/20503/432530/68585/14799/319504/13385/52882/72555/20273/12794/14802/14810/14812/19277/11941/80749/64085/12669/19268/14800/238205/242443/65945/11496/14803/216028/229791/225875/269994/272381/226016/192198/246317/241568/331461/23859/81905/14811/66673/54376/76965",48
"GO:0098791","GO:0098791","Golgi apparatus subcompartment","116/4843","282/23436",3.34622756047697e-15,4.59176781909895e-14,1.91772105805113e-14,"360013/320634/19353/27061/67091/19376/99412/20340/53869/11769/17113/268859/11764/53334/76686/70231/57437/16784/68299/75869/216344/11776/18197/19325/12874/22318/78232/73991/107767/73739/67581/20440/70028/19328/16004/66310/11777/76303/84095/107338/54399/18484/58244/53330/226541/76899/68365/76969/77038/20614/69065/70612/228960/14683/11981/67549/56374/26394/18196/56041/12704/18550/19346/18220/76932/11765/56453/23821/60409/74766/235574/12217/74241/245860/54371/76499/211499/18195/217310/14824/56208/18554/19347/75423/380752/103534/76295/217887/11980/70297/30052/21821/56807/217695/217664/66460/229593/74325/76510/11840/20660/216549/20955/330671/22134/106572/140904/26875/11775/15893/56367/11778/14964/99371/108148/56214",116
"GO:0044304","GO:0044304","main axon","51/4843","86/23436",5.73742618414559e-15,7.72987782263978e-14,3.22833167107905e-14,"21844/20511/215690/80297/64383/17756/17762/20266/11540/20742/319504/13385/13383/11820/20273/54393/93742/269116/17754/16497/16498/11733/21838/54725/12424/23945/268345/269060/17136/11785/66797/13138/17196/11539/360213/118454/16485/23859/17755/21367/108058/20745/110862/20740/16502/22153/16504/211323/11735/110876/100505386",51
"GO:0005635","GO:0005635","nuclear envelope","151/4843","407/23436",1.08402038283719e-14,1.43439125657563e-13,5.99063895778445e-14,"56149/28169/16211/22154/13726/20852/71810/110750/12317/12028/19385/11789/12567/12387/20907/14084/19165/22196/18141/21428/67181/83431/69938/74412/233066/19164/64050/260315/56371/68585/80913/15374/18472/69554/94040/69237/19720/20729/12626/11750/11744/12177/65246/223527/19387/66049/69009/68194/100042503/11820/16646/16443/15370/68050/11423/64656/16004/30960/74493/14873/20617/12421/29819/22218/11545/24012/66447/30931/22174/13010/67231/66679/16905/53378/15572/22608/66146/18762/14400/18125/19384/72399/17120/12417/18479/26370/52123/21951/17125/74166/13191/212531/17127/235606/71805/380928/223870/57321/57874/105513/226180/68539/73192/320271/18391/223921/67116/382030/67878/228829/16511/353170/75608/70729/224742/380711/231861/53415/19069/320595/98488/223697/76582/233115/72145/381510/320415/20660/70804/11548/58887/103468/107939/54151/330189/81702/338352/14433/238161/26417/230596/233726/109095/266692/12176/192160/276770/19122/64009/18226/71844",151
"GO:0005741","GO:0005741","mitochondrial outer membrane","79/4843","168/23436",1.67862207495156e-14,2.18220869743703e-13,9.11384838477856e-14,"13205/60507/12028/12034/19047/12799/12048/22335/59040/109754/67145/11640/14081/66437/83767/216739/22333/22334/12177/239555/223696/28185/74006/69104/20975/72930/12015/433256/214952/14545/20617/75734/13838/53375/11909/56428/67017/23897/67006/100434/20280/56717/66169/170731/18125/14467/72542/67391/50790/11739/66427/23980/67416/78248/66119/15275/54673/18102/52637/76809/20621/319801/74143/17210/18673/17872/56484/71703/237868/52055/215708/231086/67809/67247/12176/19122/110893/12050/67952",79
"GO:0015629","GO:0015629","actin cytoskeleton","172/4843","487/23436",2.86991692823584e-14,3.66656628245303e-13,1.53131683648155e-13,"360013/16480/235072/19353/50868/12308/23790/22388/26936/19293/76709/20907/232339/67771/18016/80297/109711/17756/12343/66999/56431/102866/12928/56486/14360/17931/66713/12808/20742/13169/68097/76566/77579/56444/217866/67252/67399/69635/26419/13829/211401/11514/13196/170736/64099/11838/14083/13548/16443/69612/13800/104215/12558/22240/67665/23789/13728/20411/54130/108100/69654/72157/20617/98733/74117/226751/93840/11352/74192/329165/50884/74569/20614/20779/59069/23897/16800/12307/56376/54418/53598/20525/11426/12331/12345/18762/231148/11518/56378/12704/11461/14086/56443/319974/73178/14489/11519/11674/71960/18479/29810/16202/13043/22428/50768/77113/326618/72042/13191/50876/71602/22003/235559/14457/244654/208846/17918/56320/67938/208076/14701/260409/226977/13627/19401/68524/16796/56013/217124/244281/56737/228869/330914/56699/235431/104027/110380/217125/118449/14218/71994/110265/60595/54132/12631/242894/20740/52398/50875/53860/14251/381921/15381/63985/11465/12632/338355/20743/50918/105352/17118/80889/56351/18951/27361/68089/59003/330319/17904/14958/57028/225372",172
"GO:0016607","GO:0016607","nuclear speck","124/4843","317/23436",3.24318750984807e-14,4.07322363524986e-13,1.70115455467499e-13,"23994/67465/69131/66070/18747/17260/68183/55935/68988/15257/21427/110147/17434/23970/67996/12298/17762/11975/53817/20393/216724/72047/66874/114886/67684/75553/66354/15251/20384/20220/67302/22380/12177/56335/56215/74022/69009/69823/13548/20658/71702/225027/269003/225160/14312/74322/17190/93687/28000/319322/81898/14897/11800/170791/56417/18720/108079/80912/15441/100336/57317/13204/108014/66537/192196/60321/17193/22185/68981/19647/236732/54633/17524/66995/68153/18983/218543/233871/66704/20382/66880/140780/70312/26891/231386/11792/72693/66939/72567/228852/60365/230234/51810/104418/73826/228005/216825/268420/230753/70350/216197/12064/268903/15270/18795/23983/26416/66231/67040/69207/432508/26383/18148/20747/21761/11364/20637/12953/20383/14790/66585/109095/66118/69269",124
"GO:0030135","GO:0030135","coated vesicle","82/4843","181/23436",7.19142915307516e-14,8.88141500404783e-13,3.70926345790193e-13,"13855/320634/27061/99412/68137/11772/17274/103694/11769/66366/216705/21766/54198/94221/66397/22318/56494/53612/68581/18570/107767/51789/11773/11820/16004/67180/68090/53611/54130/15510/240756/12847/93840/68365/77038/14683/23897/12757/73094/13858/67898/13542/56334/56041/77407/54161/67456/67602/18550/11765/213827/71602/27965/108686/217030/71770/217887/233489/23969/327958/218035/70361/101490/69668/67300/74325/11840/216549/195040/64011/207352/59042/22134/67511/11771/56447/72108/20661/68421/66913/66191/231570",82
"GO:0019867","GO:0019867","outer membrane","83/4843","185/23436",9.89719568149795e-14,1.18287451612742e-12,4.94019614662207e-13,"13205/13726/60507/12028/12034/19047/12799/12048/22335/59040/109754/67145/11640/14081/66437/233066/83767/19164/216739/22333/94040/22334/12177/239555/223696/28185/74006/69104/20975/72930/12015/433256/214952/14545/20617/75734/13838/53375/11909/56428/67017/23897/67006/100434/20280/56717/66169/170731/18125/14467/72542/67391/50790/11739/66427/23980/67416/78248/66119/15275/54673/18102/52637/76809/20621/319801/74143/17210/18673/17872/56484/71703/237868/52055/215708/231086/67809/67247/12176/19122/110893/12050/67952",83
"GO:0031968","GO:0031968","organelle outer membrane","83/4843","185/23436",9.89719568149795e-14,1.18287451612742e-12,4.94019614662207e-13,"13205/13726/60507/12028/12034/19047/12799/12048/22335/59040/109754/67145/11640/14081/66437/233066/83767/19164/216739/22333/94040/22334/12177/239555/223696/28185/74006/69104/20975/72930/12015/433256/214952/14545/20617/75734/13838/53375/11909/56428/67017/23897/67006/100434/20280/56717/66169/170731/18125/14467/72542/67391/50790/11739/66427/23980/67416/78248/66119/15275/54673/18102/52637/76809/20621/319801/74143/17210/18673/17872/56484/71703/237868/52055/215708/231086/67809/67247/12176/19122/110893/12050/67952",83
"GO:0005938","GO:0005938","cell cortex","121/4843","312/23436",1.34988296786235e-13,1.58771949077143e-12,6.63100405265715e-13,"11858/235072/13726/13163/12308/11652/13807/26395/22388/56513/19293/11789/68337/12540/12387/11848/18016/80297/109711/12343/66999/56431/18643/19164/14219/66713/12808/20742/13169/18952/18472/53413/13385/77579/67252/15387/13829/24050/104215/12558/65113/13728/54130/27418/236915/93742/20617/74117/13589/16396/59069/54195/12307/54418/12757/20525/11426/12331/12345/18762/231760/23912/11461/73178/111173/76932/13017/20866/13043/17524/50768/11733/326618/72042/13191/53376/71764/71602/12217/76499/244654/75914/12388/56320/226977/116838/13627/68524/83679/16796/217124/69581/238988/330914/116837/11845/110380/217517/57912/74325/56526/107371/11852/60595/12631/20740/52398/433182/53860/19229/14251/26875/63985/76707/20743/50918/17118/14415/18951/59003/330319",121
"GO:0099060","GO:0099060","integral component of postsynaptic specialization membrane","56/4843","105/23436",1.47120600300339e-13,1.67780600163047e-12,7.00724432813919e-13,"14395/13642/53623/14809/232370/14394/19280/14816/20503/14399/432530/68585/14799/319504/72555/20273/12558/12794/14802/14810/14397/14812/19277/11941/80749/245537/14396/64085/12669/19268/14402/14800/238205/242443/65945/11496/56543/14803/216028/229791/225875/269994/272381/192198/246317/241568/216856/331461/81905/110886/14811/74342/66673/192167/54376/76965",56
"GO:0098889","GO:0098889","intrinsic component of presynaptic membrane","64/4843","128/23436",1.47175965055304e-13,1.67780600163047e-12,7.00724432813919e-13,"13642/53623/14809/108069/20511/94332/20907/19165/330814/19280/226548/12289/67972/19164/11540/12330/14799/13488/52882/11514/20273/58226/12558/54393/12565/23792/13838/16519/14810/20614/99738/19266/14664/14812/11941/320707/234267/58235/54725/12669/14800/12286/219228/66340/16524/17967/235415/242425/12293/232975/11539/69017/17357/16485/12288/12805/110886/16502/14811/16504/16531/268934/229521/110876",64
"GO:0070469","GO:0070469","respirasome","50/4843","89/23436",2.01979404338401e-13,2.26767785779932e-12,9.47080460534129e-13,"12858/66925/69875/67680/226646/17991/54405/66414/66594/66945/67130/68194/100042503/68202/78330/20463/67264/227197/66495/67273/68375/69702/66046/66928/595136/17992/68197/70316/67003/104130/66142/12857/12866/66091/12868/67184/110323/17995/56295/66694/12861/66416/72795/22272/66349/66052/66152/225887/66576/107197",50
"GO:0048786","GO:0048786","presynaptic active zone","51/4843","92/23436",2.37718559812442e-13,2.62909631076148e-12,1.09802445537876e-12,"108069/12034/17978/12387/20907/14365/12289/12261/67972/11540/12330/11514/11820/20273/58226/12558/319924/20910/20614/54195/231760/111173/11941/56216/13017/20977/234267/19339/58235/12217/216831/12388/12286/116838/210274/22348/64051/18673/235415/12293/238988/116837/11539/18212/14251/26875/16531/268934/229521/72961/14415",51
"GO:0016469","GO:0016469","proton-transporting two-sector ATPase complex","34/4843","49/23436",2.67098192850265e-13,2.91058471914774e-12,1.21558620275508e-12,"11950/66043/66144/11951/11966/11972/11974/228033/54411/11973/11975/73834/70257/66335/11957/28080/11984/66237/11947/11946/11949/114143/108664/21871/57423/27425/66290/76252/69668/195040/11964/68055/67942/66477",34
"GO:0099061","GO:0099061","integral component of postsynaptic density membrane","43/4843","71/23436",2.73864623230465e-13,2.94106791034456e-12,1.22831730327623e-12,"13642/53623/14809/232370/19280/14816/20503/432530/68585/14799/319504/72555/20273/12794/14802/14810/14812/19277/11941/80749/64085/12669/19268/14800/238205/242443/65945/11496/14803/216028/229791/225875/269994/272381/192198/246317/241568/331461/81905/14811/66673/54376/76965",43
"GO:0005746","GO:0005746","mitochondrial respirasome","45/4843","77/23436",4.68721751916499e-13,4.96175454528751e-12,2.07224353478873e-12,"12858/66925/69875/67680/226646/17991/54405/66414/66945/67130/68194/100042503/68202/78330/20463/67264/227197/66495/67273/68375/69702/66046/66928/595136/17992/68197/70316/67003/104130/66142/12857/12866/66091/67184/17995/66694/12861/66416/22272/66349/66052/66152/225887/66576/107197",45
"GO:0031256","GO:0031256","leading edge membrane","70/4843","149/23436",5.43047266543632e-13,5.66757780998354e-12,2.3670258912354e-12,"14395/19353/21844/11652/20392/20511/11789/76709/12540/11848/14394/17756/67220/12289/50997/57138/17762/12539/19272/67972/11540/20742/14399/14799/238276/15165/11843/72555/20975/54393/19271/16412/14810/16410/76161/20779/99738/16800/18720/15444/14397/57436/234353/382253/14396/50768/11733/21838/216831/76499/244654/268345/18483/193385/73728/18102/13627/217124/66797/101476/23969/11911/11539/16500/81905/110886/16502/16504/211323/57028",70
"GO:0099056","GO:0099056","integral component of presynaptic membrane","58/4843","116/23436",2.00681196785876e-12,2.06534398358798e-11,8.62577073904206e-12,"13642/53623/14809/108069/20511/94332/20907/19165/330814/19280/226548/12289/67972/19164/11540/12330/14799/13488/11514/20273/58226/12558/54393/12565/23792/13838/16519/14810/99738/19266/14664/14812/11941/320707/234267/58235/54725/12669/14800/12286/219228/66340/16524/17967/242425/232975/11539/69017/16485/12288/110886/16502/14811/16504/16531/268934/229521/110876",58
"GO:0000790","GO:0000790","nuclear chromatin","144/4843","406/23436",2.49207431166807e-12,2.52962611636444e-11,1.05648139528538e-11,"29813/20587/20683/19411/17261/20852/69131/13544/20848/20020/21849/17260/12387/93760/107951/12419/52592/110147/21374/104394/64383/20807/26914/56249/22209/15081/216848/20185/22658/13982/15182/404634/22210/16009/17977/104457/217166/14534/15251/22632/15387/21834/83797/67488/72057/20230/193796/269003/17190/109113/19708/67155/17283/21416/67788/16825/68094/30951/12912/20846/98415/19821/24136/67991/75425/56456/18477/13347/19017/12753/20602/56361/71777/83766/12417/70020/17258/29861/11674/19655/245688/17257/23808/234138/20467/26992/17127/20588/219158/228140/68142/22378/16969/210982/99982/51812/268448/51788/19401/83925/229584/217127/269397/13799/52040/13619/77605/13803/66923/229542/20466/72931/225280/268903/15270/18795/16476/16477/21413/225876/432508/116871/12608/19646/17187/22059/232811/15078/20841/21761/69260/107932/15289/71954/12616/93696/239985/16478/23942/66915/12995/319162/75339/14958",144
"GO:0034703","GO:0034703","cation channel complex","90/4843","219/23436",4.29644996663642e-12,4.30225598010485e-11,1.79680837865022e-11,"53310/12313/53623/12297/14809/11951/20907/215999/16506/56808/12289/12298/228033/20266/12315/14799/14226/12295/13385/22318/15165/12294/67498/69029/72555/20273/58226/12794/80906/66082/14802/22218/72978/16519/56177/14810/20614/58869/16497/99738/226922/18578/16498/80334/14812/13043/64209/76192/244723/14800/16525/12286/268345/12314/16526/16494/16511/70729/243961/68404/66797/242443/12293/20927/56543/16485/16500/12288/382571/23859/81905/70357/58802/110862/20269/16502/14811/19229/13483/238161/67942/16504/16531/192167/54376/72821/241794/110876/56461/98741",90
"GO:0098803","GO:0098803","respiratory chain complex","45/4843","81/23436",5.42302564921411e-12,5.35794934142354e-11,2.2377116363073e-11,"12858/66925/69875/67680/226646/17991/54405/66414/66945/67130/68194/100042503/68202/78330/67264/227197/66495/67273/68375/69702/66046/66928/595136/17992/68197/70316/67003/104130/66142/12857/66091/12868/67184/110323/17995/66694/12861/66416/22272/66349/66052/66152/225887/66576/107197",45
"GO:0120111","GO:0120111","neuron projection cytoplasm","29/4843","41/23436",7.19288661050497e-12,7.01306444524235e-11,2.92895936771255e-11,"26395/53379/19385/56455/17756/12330/16570/13385/75553/55946/26419/319613/19387/20655/12322/108100/16589/16497/15444/57436/54633/382253/64933/76192/12217/26398/14800/68904/26413",29
"GO:0005802","GO:0005802","trans-Golgi network","89/4843","219/23436",1.16770907512652e-11,1.12373042164773e-10,4.69318479955157e-11,"360013/320634/19353/67091/53869/11769/17113/268859/11764/76686/16784/68299/75869/216344/11776/18197/19325/12874/22318/78232/107767/73739/67581/70028/19328/16004/66310/11777/76303/84095/107338/54399/18484/58244/53330/226541/76899/68365/76969/77038/20614/69065/70612/228960/14683/11981/18196/18550/19346/18220/76932/11765/23821/74766/235574/12217/245860/54371/76499/14824/56208/18554/19347/75423/380752/76295/217887/11980/70297/30052/21821/56807/66460/229593/74325/76510/11840/20660/216549/20955/22134/106572/140904/26875/11775/56367/11778/99371/56214",89
"GO:0005684","GO:0005684","U2-type spliceosomal complex","47/4843","88/23436",1.22078919007613e-11,1.15974973057232e-10,4.84361702945185e-11,"66492/67465/20641/66070/68183/27756/68988/72654/69878/67332/20222/192159/67684/66354/22380/54614/71702/68816/66978/28000/319322/192170/81898/20638/74255/13204/192196/66441/22185/68981/78651/67678/66094/328110/60365/67229/76522/100034361/68011/20826/230596/67532/107701/66585/66125/192160/20646",47
"GO:1905368","GO:1905368","peptidase complex","48/4843","92/23436",2.24392795019606e-11,2.10474760898137e-10,8.79033733987531e-11,"19182/19358/56085/19185/19172/21762/19170/19166/22123/69077/66997/26443/19179/67089/69019/19173/19186/223527/69597/53382/22215/70247/19177/59029/19359/269523/26445/19181/67151/23996/53380/19171/26441/66624/21343/56436/17463/216825/20422/59025/76976/76219/101206/217218/19167/26442/19192/108143",48
"GO:0099522","GO:0099522","region of cytosol","28/4843","40/23436",2.4817232283572e-11,2.29869614026585e-10,9.60035038338178e-11,"53379/81489/15114/26556/19211/15384/94090/18753/12322/108100/192170/13684/12307/20404/56717/13017/23988/17999/56320/104069/13138/18754/17357/18750/18751/327814/77531/18752",28
"GO:0032589","GO:0032589","neuron projection membrane","39/4843","68/23436",3.73195144358553e-11,3.41404446876158e-10,1.42585279326075e-10,"14395/20392/20511/14394/12289/50997/57138/17762/67972/11540/20742/14399/14799/238276/15165/72555/54393/14810/76161/99738/15444/14397/57436/14396/11733/21838/268345/18483/193385/217124/66797/11911/11539/16500/81905/110886/16502/16504/211323",39
"GO:1990351","GO:1990351","transporter complex","115/4843","315/23436",5.09828081639924e-11,4.60710498164858e-10,1.92412652120844e-10,"14395/53310/12313/53623/12297/14809/11951/98660/20907/215999/16506/56808/14394/12289/12298/228033/20266/12315/30055/14399/14799/14226/12295/13385/22318/15165/12294/67498/69029/72555/105782/13383/20273/14409/58226/12794/80906/66082/14802/22218/72978/11931/16519/56177/14810/30059/20614/58869/16497/99738/14658/226922/18578/16498/56273/80334/14397/14400/11938/14812/57776/13043/14396/64209/76192/244723/11928/14402/14800/16525/12286/268345/12314/78339/210274/16526/16494/16511/70729/243961/68404/66797/242443/12293/20927/56543/232975/11932/231549/16485/16500/12288/382571/23859/81905/70357/58802/110886/110862/20269/16502/14811/19229/13483/238161/67942/16504/16531/192167/54376/72821/241794/110876/56461/98741",115
"GO:0030027","GO:0030027","lamellipodium","71/4843","165/23436",6.31419635057747e-11,5.63713192262398e-10,2.35431037041189e-10,"19353/23790/11789/76709/12387/11848/67771/18016/83767/17311/66713/13169/18806/77579/170736/14083/11820/16443/13800/12558/22240/23789/14163/74117/14270/226751/11352/329165/50884/16410/20614/20257/18706/23897/18720/12345/52822/57816/56378/14086/73178/18479/16202/13043/54126/59009/108686/244654/101314/12388/56320/11785/56013/230234/217124/70420/269608/13138/104418/71653/20955/12631/50875/11308/19229/14251/22253/16413/22152/105352/57028",71
"GO:0031461","GO:0031461","cullin-RING ubiquitin ligase complex","69/4843","159/23436",7.37316044509531e-11,6.50418082120908e-10,2.71642753240354e-10,"330171/71538/50868/26554/58799/21927/52717/71902/56371/103583/72194/18570/50789/223499/67731/56438/224023/50758/52563/13194/66156/12234/68431/23806/214931/240756/98193/74106/226541/54124/68970/67898/52323/59008/26965/233877/99375/77113/67263/72844/22346/414872/69010/70611/242418/21402/67455/20437/212123/277854/69957/66515/242960/321006/13803/245404/320808/71833/19823/76454/66349/20747/50755/75785/23807/66440/242521/72330/66498",69
"GO:0045121","GO:0045121","membrane raft","128/4843","364/23436",7.79675017499873e-11,6.79693162314595e-10,2.83869294297168e-10,"22154/20852/19088/16890/20527/13807/23790/18747/16001/12387/98660/64297/18016/76686/11303/11740/16784/23970/12928/17762/14360/67972/19164/19052/19084/18806/238276/13488/210044/22334/13030/11514/11838/13383/56637/224129/11820/11512/72393/12504/58226/104215/12558/54393/105853/14682/110355/20411/84095/11947/11946/16412/15510/19734/24012/11931/20614/17153/14683/20779/53378/16975/20525/19063/100226/57320/18762/11518/18125/11461/11517/11519/16832/16653/11941/18550/66508/20866/14758/320707/50768/12367/11739/12554/234664/21838/16835/17999/12988/270190/14678/19087/11928/14733/12402/84094/74012/15275/109042/12876/70729/13138/56543/320129/65079/237847/12484/268706/66096/18750/12288/12805/110862/19762/433182/19229/14251/238161/18655/26417/16531/26413/12168/50918/22142/14964/19122/56692",128
"GO:0005759","GO:0005759","mitochondrial matrix","100/4843","264/23436",8.42650424020226e-11,7.26051121161613e-10,3.03230385143141e-10,"235339/67811/107732/53895/21856/66163/12974/20656/18120/64658/11740/69367/12261/11370/68572/67036/17448/338359/268395/22333/64660/216767/60441/57837/98238/73046/110616/94066/22334/14661/67840/70478/66148/68537/239555/18100/64656/68565/14651/67267/94064/94063/56248/94067/11947/108037/66383/20617/12912/15510/66865/77721/18041/66841/11639/56280/18477/57320/108888/75593/67994/52443/70316/27397/67003/110446/12040/72831/94062/219158/27395/64657/94065/66047/234384/107733/67212/224481/99045/17210/52064/66416/24030/50529/72650/56484/56451/66292/67681/64659/231086/22059/11364/67270/66121/65111/15528/100039707/69713/66845",100
"GO:0098857","GO:0098857","membrane microdomain","128/4843","365/23436",9.58900834463503e-11,8.16718986594777e-10,3.41097211533297e-10,"22154/20852/19088/16890/20527/13807/23790/18747/16001/12387/98660/64297/18016/76686/11303/11740/16784/23970/12928/17762/14360/67972/19164/19052/19084/18806/238276/13488/210044/22334/13030/11514/11838/13383/56637/224129/11820/11512/72393/12504/58226/104215/12558/54393/105853/14682/110355/20411/84095/11947/11946/16412/15510/19734/24012/11931/20614/17153/14683/20779/53378/16975/20525/19063/100226/57320/18762/11518/18125/11461/11517/11519/16832/16653/11941/18550/66508/20866/14758/320707/50768/12367/11739/12554/234664/21838/16835/17999/12988/270190/14678/19087/11928/14733/12402/84094/74012/15275/109042/12876/70729/13138/56543/320129/65079/237847/12484/268706/66096/18750/12288/12805/110862/19762/433182/19229/14251/238161/18655/26417/16531/26413/12168/50918/22142/14964/19122/56692",128
"GO:0034399","GO:0034399","nuclear periphery","54/4843","113/23436",1.05112962947694e-10,8.85098926639108e-10,3.69655635246676e-10,"234852/13726/13498/12034/53379/12395/80297/17756/17762/20692/53817/26443/66354/22632/18753/19357/20230/13001/56070/74322/17190/17283/20411/20843/81898/18538/16418/16905/51796/71514/18762/20602/56216/53610/11737/71805/73192/17184/51810/13138/24061/13803/228005/11911/20238/71833/103468/12608/18148/76936/22059/59003/353310/223922",54
"GO:0005840","GO:0005840","ribosome","100/4843","265/23436",1.08095379279898e-10,8.99985124116904e-10,3.75872755863868e-10,"68995/13205/107732/66163/52535/76846/18120/267019/66480/20103/64658/19921/68572/67036/12330/14694/64660/216767/60441/94066/218490/67840/68135/68537/239555/18100/207214/64656/68565/94064/94063/94067/20088/27370/20617/77721/67427/15572/56280/619605/19934/19017/19988/75593/14548/67994/52443/70316/27397/19652/225215/94062/217980/27395/64657/94065/20090/66047/234384/107733/67212/73158/20055/99045/68564/14109/224742/100502825/67281/66416/76808/24030/19981/26451/50529/72650/19944/66475/52521/58887/66292/18148/67681/64659/19899/19941/20068/27176/67270/66121/66077/11837/54127/65111/110257/65019/67248/22186/67945/66845",100
"GO:0055037","GO:0055037","recycling endosome","63/4843","141/23436",1.10593126652435e-10,9.10550076105051e-10,3.80285137261006e-10,"19353/17274/53869/76686/23970/68299/319740/19341/53331/14799/19325/104799/53612/107767/22042/11820/19328/11307/57440/224705/11302/58244/68365/68112/51885/76161/98878/70612/14683/11981/100226/18196/100855/19384/54645/11765/23821/16835/245860/75735/17918/103733/380752/74012/215445/100017/76295/231876/56807/101490/11845/226016/20660/72065/52055/76108/19342/73689/229521/22142/99371/19326/56214",63
"GO:0098589","GO:0098589","membrane region","131/4843","377/23436",1.17045282179292e-10,9.44364568347199e-10,3.94407533339124e-10,"22154/20852/19088/16890/20527/13807/23790/18747/16001/12387/98660/64297/18016/76686/11303/11740/16784/23970/12928/17762/14360/67972/19164/19052/19084/18806/238276/13488/210044/22334/13030/11514/11838/13383/56637/224129/11820/11512/72393/12504/58226/104215/12558/54393/105853/14682/110355/20411/84095/11947/11946/16412/15510/19734/24012/11931/20614/17153/14683/20779/53378/16975/20525/19063/100226/57320/18762/11518/18125/11461/11517/11519/16832/16653/11941/18550/66508/20866/14758/320707/50768/12367/11739/12554/234664/21838/16835/17999/12988/270190/14678/19087/11928/14733/12402/84094/74012/15275/109042/12876/70729/13138/21821/56543/320129/65079/237847/12484/268706/66096/18750/12288/12805/110862/19762/433182/19229/14251/238161/18655/26417/16531/26413/12168/50918/22142/14964/276770/19122/56692/18226",131
"GO:0098686","GO:0098686","hippocampal mossy fiber to CA3 synapse","31/4843","49/23436",1.17249042223944e-10,9.44364568347199e-10,3.94407533339124e-10,"20405/14809/67826/20503/14399/432530/30945/22631/11514/105853/12565/19085/14810/12307/19266/20404/14664/12345/22784/14812/58235/23821/12217/12388/20979/210274/432442/20955/94245/77531/60510",31
"GO:1902495","GO:1902495","transmembrane transporter complex","112/4843","308/23436",1.1948400794286e-10,9.52017740706015e-10,3.97603829487277e-10,"14395/53310/12313/53623/12297/14809/11951/98660/20907/215999/16506/56808/14394/12289/12298/228033/20266/12315/14399/14799/14226/12295/13385/22318/15165/12294/67498/69029/72555/105782/13383/20273/14409/58226/12794/80906/66082/14802/22218/72978/11931/16519/56177/14810/20614/58869/16497/99738/14658/226922/18578/16498/80334/14397/14400/11938/14812/57776/13043/14396/64209/76192/244723/11928/14402/14800/16525/12286/268345/12314/78339/210274/16526/16494/16511/70729/243961/68404/66797/242443/12293/20927/56543/232975/11932/231549/16485/16500/12288/382571/23859/81905/70357/58802/110886/110862/20269/16502/14811/19229/13483/238161/67942/16504/16531/192167/54376/72821/241794/110876/56461/98741",112
"GO:0008076","GO:0008076","voltage-gated potassium channel complex","41/4843","77/23436",2.78751066275626e-10,2.19738872457701e-09,9.17724675084369e-10,"12313/20907/16506/12315/13385/22318/15165/67498/80906/22218/16519/20614/16497/99738/226922/16498/80334/13043/16525/268345/12314/16526/16494/16511/70729/66797/56543/16485/16500/382571/23859/70357/58802/110862/16502/13483/16504/16531/241794/56461/98741",41
"GO:0000502","GO:0000502","proteasome complex","37/4843","66/23436",2.9052050791402e-10,2.26605996172936e-09,9.46404757082792e-10,"19182/19358/56085/19185/19172/21762/19170/19166/22123/69077/66997/26443/19179/67089/19173/19186/53382/22215/70247/19177/59029/19359/269523/26445/19181/67151/23996/53380/19171/26441/56436/17463/20422/59025/19167/26442/19192",37
"GO:0000313","GO:0000313","organellar ribosome","46/4843","92/23436",3.75664235999712e-10,2.86976493686378e-09,1.19853809423674e-09,"107732/66163/18120/64658/68572/67036/64660/216767/60441/94066/67840/68537/239555/18100/64656/68565/94064/94063/94067/77721/56280/75593/67994/52443/70316/27397/94062/27395/64657/94065/66047/234384/107733/67212/99045/66416/24030/50529/72650/66292/67681/64659/67270/66121/65111/66845",46
