"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"mmu03410","mmu03410","Base excision repair","11/2092","33/8384",0.178873602666877,0.30746921971928,0.169968089020589,"268395/18972/235587/77622/11545/18538/59001/66979/17193/11792/15289",11
"mmu04550","mmu04550","Signaling pathways regulating pluripotency of stem cells","40/2092","140/8384",0.183354578313211,0.313477182277426,0.173289273221881,"216795/11479/11651/13544/20848/11652/26395/16001/11789/12387/14365/22658/23797/15902/22418/29857/56637/76073/15461/22409/269275/20482/18706/18176/16451/13542/16653/17125/18709/17127/69587/16468/11906/18708/26416/14784/26417/26413/12168/69837",40
"mmu00900","mmu00900","Terpenoid backbone biosynthesis","8/2092","23/8384",0.194492177111362,0.329673500424806,0.182242550714805,"14272/14593/15357/52014/68603/110446/57295/208715",8
"mmu04750","mmu04750","Inflammatory mediator regulation of TRP channels","35/2092","122/8384",0.194901314716552,0.329673500424806,0.182242550714805,"12313/19047/434233/18749/18747/12315/432530/11418/210044/12325/26419/18753/11514/29857/224129/11512/12322/14682/14683/20779/18706/18709/12314/19045/15560/18708/18754/26414/18750/18795/18751/26416/108058/12323/18752",35
"mmu00565","mmu00565","Ether lipid metabolism","15/2092","48/8384",0.197074533119896,0.331585722392206,0.18329962144819,"18475/18807/18476/18472/18806/210992/18606/99010/66350/67916/228061/50784/212862/66569/28042",15
"mmu05219","mmu05219","Bladder cancer","13/2092","41/8384",0.20298085564317,0.339725853129095,0.187799462007808,"11836/109880/26395/12567/69635/12575/15461/20779/18176/16653/22059/26417/26413",13
"mmu05169","mmu05169","Epstein-Barr virus infection","59/2092","214/8384",0.205911146662331,0.342825888160321,0.189513152342845,"11651/19353/19182/12576/12317/12028/20848/11652/19185/12567/21762/68652/22123/69077/23797/15182/21929/11783/50724/66997/66354/19179/22031/27015/67089/26419/29857/252870/15976/12575/21356/20846/70247/59029/14827/18706/16451/12371/19181/20602/23996/16179/12367/18709/17999/26398/56436/17463/18708/20422/20466/26414/16476/26416/22059/12010/17060/13063/14964",59
"mmu04972","mmu04972","Pancreatic secretion","32/2092","112/8384",0.215322183067503,0.356627365705552,0.197142568926936,"19353/17274/53869/98660/11848/67972/432530/210044/11514/224129/11512/20496/14682/11931/14683/12349/66350/11938/11941/320707/12424/11928/232975/11932/18750/18795/18751/11936/54403/16531/109905/18752",32
"mmu00270","mmu00270","Cysteine and methionine metabolism","16/2092","53/8384",0.230615999924989,0.379978694176925,0.210051115284828,"20810/17448/17449/104923/14718/229709/14630/74340/16832/14719/108645/22117/11615/232087/16828/20603",16
"mmu04668","mmu04668","TNF signaling pathway","32/2092","113/8384",0.232237287473188,0.380677615548835,0.210437476983302,"11651/11652/26395/12915/68652/23797/21929/22031/26419/29857/74006/12912/69601/11909/16396/18706/72542/12367/20312/18709/26398/67384/18708/11911/26414/16476/16477/26416/12608/26417/26413/26408",32
"mmu05226","mmu05226","Gastric cancer","41/2092","148/8384",0.244342878911366,0.398466848686227,0.220271313242635,"216795/11836/16480/11651/109880/12576/13544/12028/11652/26395/11789/12387/14365/20183/23797/67112/27015/14180/22418/56637/12575/20662/93687/21416/15461/22409/18706/18176/16842/56717/13542/16653/18709/17127/20182/18708/212398/22059/14784/26417/26413",41
"mmu03420","mmu03420","Nucleotide excision repair","13/2092","43/8384",0.260147452695889,0.422075969169861,0.233322366273972,"68275/13870/19358/14884/18972/56438/13194/18538/59001/19359/66979/26370/99375",13
"mmu00561","mmu00561","Glycerolipid metabolism","18/2092","62/8384",0.269912761117498,0.435696741296266,0.240851889428919,"56077/28169/11677/16956/13350/67916/58810/67800/52123/23945/55979/380921/217480/104418/50784/67861/381925/227333",18
"mmu05162","mmu05162","Measles","37/2092","136/8384",0.300099294421786,0.481977654677413,0.266435843532367,"11651/12576/12028/20848/11652/12567/12048/68652/23797/21929/11783/14694/22031/26419/68135/56637/15976/13001/12015/20846/18706/16183/56417/16451/12371/15467/16179/12367/18709/18708/319642/13000/26414/16476/22059/13063/12995",37
"mmu05134","mmu05134","Legionellosis","17/2092","60/8384",0.31676973303425,0.506194849773325,0.279823038438084,"94044/13628/11783/19324/66397/15499/76308/15510/12747/269523/12371/12367/13627/11840/11841/13063/12176",17
"mmu04380","mmu04380","Osteoclast differentiation","34/2092","126/8384",0.329660207740381,0.524159730307205,0.289753972066545,"11651/19353/11652/26395/68652/18412/23797/14360/19056/26419/29857/15980/15976/12978/12912/20846/18706/19055/16451/14284/18709/19058/74256/19261/18708/26414/16476/16477/26416/14784/17060/26417/26413/16478",34
"mmu00640","mmu00640","Propanoate metabolism","10/2092","34/8384",0.333411138825911,0.527486279336516,0.291592878679901,"20916/17850/60525/16832/110446/12040/66904/227095/56451/16828",10
"mmu00515","mmu00515","Mannose type O-glycan biosynthesis","7/2092","23/8384",0.344143252258613,0.541770070387321,0.299488916764921,"16795/98388/246179/268510/108902/243853/14348",7
"mmu00072","mmu00072","Synthesis and degradation of ketone bodies","4/2092","12/8384",0.349696976070643,0.547801174337264,0.302822893460189,"67041/15356/110446/208715",4
"mmu00603","mmu00603","Glycosphingolipid biosynthesis - globo and isoglobo series","5/2092","16/8384",0.368039965826323,0.573709358493974,0.317144862192962,"20442/20449/20444/26879/14348",5
"mmu00512","mmu00512","Mucin type O-glycan biosynthesis","8/2092","28/8384",0.397885759833273,0.617208154277955,0.341190869792845,"14423/20442/20444/212996/231050/233733/59048/108148",8
"mmu00052","mmu00052","Galactose metabolism","9/2092","32/8384",0.403948855113244,0.623571533621415,0.34470852735775,"11677/216558/18641/56421/72157/68401/14430/15275/67861",9
"mmu00430","mmu00430","Taurine and hypotaurine metabolism","4/2092","13/8384",0.41414528442136,0.63622319056035,0.351702326460041,"14417/207182/211488/14415",4
"mmu00970","mmu00970","Aminoacyl-tRNA biosynthesis","12/2092","44/8384",0.416919297650764,0.63740546467761,0.352355884148166,"66590/27267/76563/107045/23874/226414/353172/85305/97541/102436/105148/230577",12
"mmu04110","mmu04110","Cell cycle","32/2092","123/8384",0.42614474148518,0.648392477475058,0.358429472818056,"12576/12567/104394/54401/22629/15182/56371/22627/22631/19357/56438/56637/12575/52563/66156/20843/18538/26429/59008/17120/26965/19651/17127/69010/21402/69957/24061/22628/22059/66440/12237/22630",32
"mmu00563","mmu00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis","7/2092","25/8384",0.436689069791029,0.658138029353305,0.363816785508116,"66268/14731/72084/14755/67292/13481/329777",7
"mmu00790","mmu00790","Folate biosynthesis","7/2092","25/8384",0.436689069791029,0.658138029353305,0.363816785508116,"21823/11677/17434/110391/12408/67861/56738",7
"mmu04979","mmu04979","Cholesterol metabolism","13/2092","49/8384",0.453146161342174,0.679719242013261,0.375746817001703,"22335/11303/16956/22333/22334/30960/16889/320024/16835/100017/79196/56491/20661",13
"mmu00533","mmu00533","Glycosaminoglycan biosynthesis - keratan sulfate","4/2092","14/8384",0.477029926373076,0.71218552388093,0.393694083045731,"20442/76969/20444/54371",4
"mmu01040","mmu01040","Biosynthesis of unsaturated fatty acids","9/2092","34/8384",0.484095063398357,0.7193562157041,0.397658020597765,"76267/20250/56348/20280/70025/106529/83603/68801/57874",9
"mmu00514","mmu00514","Other types of O-glycan biosynthesis","11/2092","43/8384",0.520508215346059,0.768174639520398,0.424644703078141,"14423/20440/240119/19719/212996/224143/234407/231050/233733/59048/108148",11
"mmu00250","mmu00250","Alanine, aspartate and glutamate metabolism","10/2092","39/8384",0.52177900042895,0.768174639520398,0.424644703078141,"14661/14718/14645/14417/27053/14583/14719/269642/194237/14415",10
"mmu00061","mmu00061","Fatty acid biosynthesis","5/2092","19/8384",0.53276274121176,0.780730653019999,0.431585630765772,"14081/216739/433256/50790/223722",5
"mmu04115","mmu04115","p53 signaling pathway","18/2092","72/8384",0.541763553963198,0.789064169009531,0.436192374129731,"12028/12567/12048/19211/11783/16009/53892/12575/22401/12371/12452/12367/75747/20437/22059/13663/13063/67874",18
"mmu00130","mmu00130","Ubiquinone and other terpenoid-quinone biosynthesis","3/2092","11/8384",0.543412116393356,0.789064169009531,0.436192374129731,"230027/71883/52064",3
"mmu04670","mmu04670","Leukocyte transendothelial migration","28/2092","113/8384",0.553586426410337,0.80018401635676,0.4423393933518,"19353/12540/12387/11848/109711/19878/14083/29857/16412/54354/18706/11461/18709/21838/14678/12388/67938/11855/18708/18750/18751/26416/60595/19229/20315/11465/109905/18752",28
"mmu00051","mmu00051","Fructose and mannose metabolism","9/2092","36/8384",0.561329402472963,0.807704751069694,0.446496833593641,"11677/18641/56421/170768/11674/15275/319801/353204/67861",9
"mmu00280","mmu00280","Valine, leucine and isoleucine degradation","14/2092","57/8384",0.578170845164648,0.826989904164948,0.45715761004815,"11992/67041/17850/15356/58875/66885/66948/110446/12040/66904/227095/231086/11364/208715",14
"mmu00100","mmu00100","Steroid biosynthesis","5/2092","20/8384",0.583405425108306,0.826989904164948,0.45715761004815,"13121/14137/16889/15490/66234",5
"mmu00220","mmu00220","Arginine biosynthesis","5/2092","20/8384",0.583405425108306,0.826989904164948,0.45715761004815,"14661/14718/14645/18125/14719",5
"mmu04620","mmu04620","Toll-like receptor signaling pathway","22/2092","90/8384",0.585134366154444,0.826989904164948,0.45715761004815,"11651/19353/11652/26395/68652/23797/22031/26419/29857/15976/54473/20846/18706/16179/18709/26398/18708/26414/16476/26416/26417/26413",22
"mmu04650","mmu04650","Natural killer cell mediated cytotoxicity","27/2092","111/8384",0.597645068152249,0.84093421093989,0.464865982214371,"11836/19353/109880/26395/14360/19056/15980/15976/20662/15461/18706/18176/19055/16653/18479/12367/18709/19058/18708/18750/18751/19229/14784/26417/26413/14964/18752",27
"mmu00030","mmu00030","Pentose phosphate pathway","8/2092","33/8384",0.604042920992063,0.846192285795049,0.467772630677833,"18641/56421/110639/72157/11674/19139/75731/353204",8
"mmu05171","mmu05171","Coronavirus disease - COVID-19","55/2092","226/8384",0.611584843203097,0.85299991288853,0.471535867104881,"20848/76846/267019/66480/20103/68652/19921/22031/26419/29857/17174/15976/20088/27370/18186/20846/18706/16183/56417/67427/16451/19934/19988/16179/18709/225215/20090/20055/14109/18708/100502825/67281/76808/19981/26451/26414/19944/66475/18750/16476/18751/26416/19899/19941/20068/27176/26417/26413/11837/54127/65019/18752/67248/22186/67945",55
"mmu04659","mmu04659","Th17 cell differentiation","25/2092","104/8384",0.623139502517977,0.86501472958524,0.478177622776349,"20852/20848/20183/15251/19056/26419/29857/15980/12504/15516/20846/16183/19055/16451/56717/19883/17127/19058/19401/20182/26414/16476/26416/26417/26413",25
"mmu03022","mmu03022","Basal transcription factors","10/2092","42/8384",0.626671640356235,0.86501472958524,0.478177622776349,"14884/21374/83602/68776/229906/68153/21343/99730/14886/237336",10
"mmu03430","mmu03430","Mismatch repair","5/2092","21/8384",0.630913215462595,0.86501472958524,0.478177622776349,"68275/18972/217716/17685/18538",5
"mmu05217","mmu05217","Basal cell carcinoma","15/2092","63/8384",0.63107992850244,0.86501472958524,0.478177622776349,"216795/13544/12028/11789/12387/14365/27015/22418/56637/12575/21416/22409/16842/13542/22059",15
"mmu04975","mmu04975","Fat digestion and absorption","10/2092","43/8384",0.658842375207804,0.899090482379491,0.497014599660295,"11303/13350/66350/67916/67800/14719/110446/55979/50784/26569",10
"mmu05145","mmu05145","Toxoplasmosis","26/2092","110/8384",0.66159488326038,0.899090482379491,0.497014599660295,"11651/20848/11652/12048/68652/23797/16773/26419/29857/15980/18607/12015/16412/20846/16451/12371/16179/12367/14681/16835/14678/26414/26416/26417/26413/13063",26
"mmu04350","mmu04350","TGF-beta signaling pathway","22/2092","94/8384",0.674659839088108,0.912943952468163,0.504672757570948,"11479/20683/51792/11848/104394/13179/19052/15902/56438/269275/26965/17125/18007/17127/230597/21402/17965/68799/26417/26413/12168/244058",22
"mmu05202","mmu05202","Transcriptional misregulation in cancer","49/2092","206/8384",0.678235143990032,0.91389311774928,0.505197453373485,"20683/16480/53623/12576/12028/14009/16001/17260/12395/12048/14030/107951/12455/104156/11864/20183/15081/20185/15182/67603/16009/15902/13207/27015/14083/12575/21417/12978/17283/16825/18590/18647/16599/233908/17125/140780/19401/18516/109115/20182/20466/58208/18514/17132/12608/21912/17187/22059/15078",49
"mmu03320","mmu03320","PPAR signaling pathway","20/2092","86/8384",0.682429292701536,0.915664620586871,0.506176734981819,"22190/16956/20183/14081/216739/18607/433256/20411/20250/13167/16592/20280/14077/109264/16202/50790/20182/26569/11364/208715",20
"mmu05323","mmu05323","Rheumatoid arthritis","20/2092","87/8384",0.703750520320642,0.940305317067076,0.519798040219139,"66144/11966/11972/11974/54411/11973/11975/73834/13039/66335/11984/66237/114143/108664/21871/66290/76252/11964/16476/20315",20
"mmu00071","mmu00071","Fatty acid degradation","11/2092","49/8384",0.709562223471105,0.944103711564064,0.521897781632568,"11370/14081/216739/23986/433256/71519/66885/50790/110446/231086/11364",11
"mmu00650","mmu00650","Butanoate metabolism","6/2092","28/8384",0.734737650081957,0.968257242822699,0.535249783354488,"67041/14417/15356/110446/14415/208715",6
"mmu00520","mmu00520","Amino sugar and nucleotide sugar metabolism","11/2092","50/8384",0.735987796749119,0.968257242822699,0.535249783354488,"216558/109754/72157/22235/14583/12764/14430/15275/74091/26384/67883",11
"mmu00310","mmu00310","Lysine degradation","14/2092","63/8384",0.736983304538402,0.968257242822699,0.535249783354488,"78920/110147/18193/226830/192195/69188/110446/234407/231051/208043/381022/234135/232811/73582",14
"mmu05133","mmu05133","Pertussis","17/2092","76/8384",0.739894685553195,0.968257242822699,0.535249783354488,"12313/11848/12315/26419/29857/16412/16179/12367/14678/12314/26414/16476/26416/12631/12632/26417/26413",17
"mmu05146","mmu05146","Amoebiasis","24/2092","106/8384",0.743963694627441,0.96959202824396,0.535987648847207,"19344/18749/18747/109711/19345/16773/432530/14083/14680/14682/14683/18706/18477/12367/18709/14672/18708/18750/18795/18751/60595/20719/18752/19349",24
"mmu04612","mmu04612","Antigen processing and presentation","18/2092","81/8384",0.754364483457724,0.979134309141046,0.541262593930999,"12317/53970/18045/12330/13039/13030/19186/12504/15516/18044/21356/12912/14828/14827/18046/12010/14964/19192",18
"mmu04657","mmu04657","IL-17 signaling pathway","20/2092","91/8384",0.780240943775842,1,0.552797087057266,"68652/21929/22027/22031/26419/29857/56637/15516/225724/59008/12367/15568/50772/26414/16476/26416/12608/26417/26413/16478",20
"mmu05140","mmu05140","Leishmaniasis","15/2092","70/8384",0.792531043746394,1,0.552797087057266,"68652/13628/29857/15980/16412/20846/16451/16179/13627/17357/16476/18751/26416/26417/26413",15
"mmu01240","mmu01240","Biosynthesis of cofactors","34/2092","152/8384",0.79755077538859,1,0.552797087057266,"216558/17434/211347/108156/68646/12892/54391/56248/108037/11636/18041/14630/230027/11639/58810/66588/11637/192185/79464/22235/71883/77697/22276/56749/18746/216134/75735/18102/52064/108645/232087/56738/102216272/57028",34
"mmu04392","mmu04392","Hippo signaling pathway - multiple species","5/2092","27/8384",0.840757944417348,1,0.552797087057266,"18016/64010/50523/27373/18479",5
"mmu00360","mmu00360","Phenylalanine metabolism","4/2092","23/8384",0.862273234928488,1,0.552797087057266,"11670/14718/14719/17319",4
"mmu00511","mmu00511","Other glycan degradation","3/2092","18/8384",0.863991797759798,1,0.552797087057266,"17159/230101/17160",3
"mmu04658","mmu04658","Th1 and Th2 cell differentiation","18/2092","88/8384",0.866411024598757,1,0.552797087057266,"20852/13389/19056/26419/29857/15980/12504/20846/16183/19055/16451/19058/26414/16476/26416/17132/26417/26413",18
"mmu04622","mmu04622","RIG-I-like receptor signaling pathway","12/2092","61/8384",0.866939478267939,1,0.552797087057266,"13205/22031/26419/29857/66641/54644/23988/67526/74256/27215/26414/26416",12
"mmu00500","mmu00500","Starch and sucrose metabolism","6/2092","33/8384",0.86698606900417,1,0.552797087057266,"216558/72157/19309/110078/68401/15275",6
"mmu05143","mmu05143","African trypanosomiasis","7/2092","38/8384",0.87102505926683,1,0.552797087057266,"14682/18750/18795/18751/110257/101488143/18752",7
"mmu00480","mmu00480","Glutathione metabolism","14/2092","71/8384",0.879208873492452,1,0.552797087057266,"14871/14866/20810/14873/15926/66447/69065/207182/14630/68396/269951/14862/14775/20603",14
"mmu00040","mmu00040","Pentose and glucuronate interconversions","6/2092","34/8384",0.885492715601826,1,0.552797087057266,"11677/216558/68631/58810/22235/67861",6
"mmu00670","mmu00670","One carbon pool by folate","3/2092","19/8384",0.888056113427695,1,0.552797087057266,"108156/108037/100039707",3
"mmu04976","mmu04976","Bile secretion","20/2092","99/8384",0.889980906616317,1,0.552797087057266,"18749/18747/98660/432530/210044/15357/11514/224129/11512/11931/14683/12349/320024/20525/16835/11928/232975/11932/11936/54403",20
"mmu00330","mmu00330","Arginine and proline metabolism","10/2092","54/8384",0.898431891209782,1,0.552797087057266,"12716/12709/20810/14718/69051/67092/18125/14719/20603/107239",10
"mmu05164","mmu05164","Influenza A","34/2092","162/8384",0.899639628734856,1,0.552797087057266,"11651/12028/11652/53869/26395/81489/12567/11740/23797/11783/22333/22031/16646/15980/15976/20846/66679/18706/56417/16451/12371/11461/12367/11739/18709/232989/18708/18750/18751/11465/26417/26413/13063/19326",34
"mmu03030","mmu03030","DNA replication","6/2092","35/8384",0.901769699148316,1,0.552797087057266,"68275/18972/19819/18538/59001/66979",6
"mmu00350","mmu00350","Tyrosine metabolism","7/2092","40/8384",0.903164592909729,1,0.552797087057266,"21823/12846/11670/14718/14719/17319/68636",7
"mmu03440","mmu03440","Homologous recombination","7/2092","41/8384",0.916493170064729,1,0.552797087057266,"68275/18972/57434/68251/235559/20422/107976",7
"mmu00410","mmu00410","beta-Alanine metabolism","5/2092","31/8384",0.916730957189549,1,0.552797087057266,"11670/14417/227095/14415/107239",5
"mmu04913","mmu04913","Ovarian steroidogenesis","11/2092","61/8384",0.923847204324008,1,0.552797087057266,"18749/18747/16001/432530/210044/11514/224129/11512/15490/14683/16835",11
"mmu00531","mmu00531","Glycosaminoglycan degradation","3/2092","21/8384",0.92505592852928,1,0.552797087057266,"75612/15931/11881",3
"mmu00601","mmu00601","Glycosphingolipid biosynthesis - lacto and neolacto series","4/2092","27/8384",0.933004696016639,1,0.552797087057266,"20449/26877/26879/14348",4
"mmu04744","mmu04744","Phototransduction","4/2092","27/8384",0.933004696016639,1,0.552797087057266,"12313/12315/14688/12314",4
"mmu00450","mmu00450","Selenocompound metabolism","2/2092","17/8384",0.949615217165486,1,0.552797087057266,"23971/26462",2
"mmu05416","mmu05416","Viral myocarditis","14/2092","80/8384",0.957770924548034,1,0.552797087057266,"19353/13690/14360/16773/11352/230861/12371/24051/11461/12367/13138/11465/13063/14964",14
"mmu00120","mmu00120","Primary bile acid biosynthesis","2/2092","18/8384",0.960318144591197,1,0.552797087057266,"13116/20280",2
"mmu00983","mmu00983","Drug metabolism - other enzymes","16/2092","91/8384",0.964564603525649,1,0.552797087057266,"14871/22245/23917/14866/22017/14873/13106/15452/66447/110074/229363/66588/72269/18102/14862/68556",16
"mmu00240","mmu00240","Pyrimidine metabolism","9/2092","58/8384",0.970936013435626,1,0.552797087057266,"22245/50773/110074/66588/72269/107569/56749/18102/68556",9
"mmu00340","mmu00340","Histidine metabolism","3/2092","26/8384",0.974016336232653,1,0.552797087057266,"11670/140483/107239",3
"mmu00532","mmu00532","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate","2/2092","20/8384",0.975551188200194,1,0.552797087057266,"218271/74241",2
"mmu00770","mmu00770","Pantothenate and CoA biosynthesis","2/2092","20/8384",0.975551188200194,1,0.552797087057266,"211347/75735",2
"mmu04514","mmu04514","Cell adhesion molecules","30/2092","161/8384",0.977917892882783,1,0.552797087057266,"20340/94332/319504/15529/11658/12504/12558/20970/16412/269116/16410/245537/58235/54725/18007/19268/18190/17136/66797/17967/320840/272381/192198/241568/216856/21367/12805/192167/18191/14964",30
"mmu00260","mmu00260","Glycine, serine and threonine metabolism","5/2092","39/8384",0.980458844750425,1,0.552797087057266,"27364/18648/58865/108037/67092",5
"mmu00760","mmu00760","Nicotinate and nicotinamide metabolism","5/2092","40/8384",0.98388455092481,1,0.552797087057266,"64383/50773/68646/18115/192185",5
"mmu05321","mmu05321","Inflammatory bowel disease","9/2092","62/8384",0.984548734764511,1,0.552797087057266,"20852/20848/15980/20846/16183/19883/17127/16476/17132",9
"mmu04630","mmu04630","JAK-STAT signaling pathway","28/2092","158/8384",0.988795759673006,1,0.552797087057266,"18591/11651/20852/20848/11652/12048/23797/216233/15980/15976/12575/20662/15461/18590/20846/18706/16183/229615/12804/16451/56717/18709/56469/192157/17210/18708/54607/14784",28
"mmu04623","mmu04623","Cytosolic DNA-sensing pathway","7/2092","54/8384",0.990405555968556,1,0.552797087057266,"66420/245841/78929/56417/20018/66491/20016",7
"mmu04977","mmu04977","Vitamin digestion and absorption","2/2092","24/8384",0.99092162515599,1,0.552797087057266,"52466/68421",2
"mmu04621","mmu04621","NOD-like receptor signaling pathway","34/2092","190/8384",0.992505208280363,1,0.552797087057266,"56551/12048/11848/22335/28240/215999/68652/56486/21929/22333/22627/22031/22334/26419/13030/18753/29857/74006/15976/15516/20846/22166/16451/170731/57436/93739/67526/27223/26414/18795/16476/26416/26417/26413",34
"mmu02010","mmu02010","ABC transporters","6/2092","50/8384",0.992940638844007,1,0.552797087057266,"11303/11307/11305/192663/20927/26874",6
"mmu04940","mmu04940","Type I diabetes mellitus","8/2092","62/8384",0.99382738673002,1,0.552797087057266,"15510/19275/14417/16183/12876/15893/14415/14964",8
"mmu00860","mmu00860","Porphyrin and chlorophyll metabolism","4/2092","41/8384",0.996215347099901,1,0.552797087057266,"15369/12892/77697/22276",4
"mmu05322","mmu05322","Systemic lupus erythematosus","18/2092","118/8384",0.996357982252071,1,0.552797087057266,"20641/109711/26914/15081/68024/20822/404634/67332/20638/14812/51788/77605/15270/60595/14811/15078/20823/319162",18
"mmu04512","mmu04512","ECM-receptor interaction","12/2092","88/8384",0.99699585683932,1,0.552797087057266,"16400/16773/16412/16410/12840/64051/13138/114249/11603/75209/64176/16423",12
"mmu00980","mmu00980","Metabolism of xenobiotics by cytochrome P450","9/2092","72/8384",0.997203219935324,1,0.552797087057266,"14871/14866/11670/14873/13106/66447/74134/12408/14862",9
"mmu05340","mmu05340","Primary immunodeficiency","3/2092","36/8384",0.997354438708047,1,0.552797087057266,"53970/12504/17060",3
"mmu04064","mmu04064","NF-kappa B signaling pathway","15/2092","105/8384",0.997476544008888,1,0.552797087057266,"12048/22196/68652/21929/22031/13001/11545/111173/16179/74256/13000/18751/17060/20315/12995",15
"mmu00053","mmu00053","Ascorbate and aldarate metabolism","2/2092","30/8384",0.998028384458679,1,0.552797087057266,"58810/22235",2
"mmu01523","mmu01523","Antifolate resistance","2/2092","30/8384",0.998028384458679,1,0.552797087057266,"52466/108037",2
"mmu00592","mmu00592","alpha-Linolenic acid metabolism","1/2092","25/8384",0.999244459983136,1,0.552797087057266,"66350",1
"mmu03460","mmu03460","Fanconi anemia pathway","4/2092","49/8384",0.999374899274182,1,0.552797087057266,"68275/13870/27015/230484",4
"mmu05144","mmu05144","Malaria","5/2092","56/8384",0.99942358442869,1,0.552797087057266,"15529/12520/13349/110257/101488143",5
"mmu00982","mmu00982","Drug metabolism - cytochrome P450","7/2092","70/8384",0.999568410720776,1,0.552797087057266,"14871/14866/11670/14873/13106/66447/14862",7
"mmu04614","mmu04614","Renin-angiotensin system","2/2092","36/8384",0.99958655218262,1,0.552797087057266,"19025/70495",2
"mmu04080","mmu04080","Neuroactive ligand-receptor interaction","57/2092","334/8384",0.999838361784853,1,0.552797087057266,"14395/53623/14809/108069/20604/22044/14394/22353/14816/11540/14399/14799/13488/21834/108068/14409/11516/54393/225642/68039/93742/14802/14810/14658/14397/14400/11517/109648/14812/14396/14608/12424/12669/14402/14800/11554/20605/11998/14745/19773/242443/242425/14803/15560/11539/15171/18619/243764/20606/108071/207911/11548/110886/21833/14811/21333/268934",57
"mmu04974","mmu04974","Protein digestion and absorption","12/2092","107/8384",0.999893339823079,1,0.552797087057266,"98660/50934/11931/12840/110891/11928/232975/11932/20541/77018/11936/110893",12
"mmu04672","mmu04672","Intestinal immune network for IgA production","2/2092","43/8384",0.999935253185425,1,0.552797087057266,"16183/20315",2
"mmu00590","mmu00590","Arachidonic acid metabolism","7/2092","81/8384",0.999957611012232,1,0.552797087057266,"19215/13106/71519/66350/12408/14775/56351",7
"mmu00591","mmu00591","Linoleic acid metabolism","2/2092","48/8384",0.999983050491446,1,0.552797087057266,"13106/66350",2
"mmu00380","mmu00380","Tryptophan metabolism","2/2092","52/8384",0.999994243772505,1,0.552797087057266,"78920/110446",2
"mmu05204","mmu05204","Chemical carcinogenesis","8/2092","99/8384",0.99999648241678,1,0.552797087057266,"14871/14866/11670/14873/13106/66447/12408/14862",8
"mmu05330","mmu05330","Allograft rejection","2/2092","55/8384",0.999997449286337,1,0.552797087057266,"16183/14964",2
"mmu05332","mmu05332","Graft-versus-host disease","2/2092","55/8384",0.999997449286337,1,0.552797087057266,"16183/14964",2
"mmu04061","mmu04061","Viral protein interaction with cytokine and cytokine receptor","6/2092","91/8384",0.999999072518718,1,0.552797087057266,"57266/12978/16183/76527/20312/20315",6
"mmu04640","mmu04640","Hematopoietic cell lineage","6/2092","94/8384",0.999999544159696,1,0.552797087057266,"16400/17311/22042/12504/12978/12484",6
"mmu05320","mmu05320","Autoimmune thyroid disease","2/2092","62/8384",0.999999622480273,1,0.552797087057266,"16183/14964",2
"mmu00140","mmu00140","Steroid hormone biosynthesis","5/2092","88/8384",0.999999681386804,1,0.552797087057266,"12846/13106/15490/56348/57357",5
"mmu05168","mmu05168","Herpes simplex virus 1 infection","65/2092","430/8384",0.9999998681482,1,0.552797087057266,"11651/13163/12317/12028/224694/11652/19047/434233/20815/12048/68652/67996/228876/23797/11783/67933/20384/22031/71591/15980/15976/225027/21356/12015/21681/20846/14827/20779/18706/16451/57317/12371/19744/56717/108014/15467/213011/15161/16179/12367/18709/58235/20382/22718/19045/18708/233893/22693/237758/328274/210135/22059/407812/12010/22654/22690/13063/170938/240068/238692/20383/22750/14964/240064/170763",65
"mmu00830","mmu00830","Retinol metabolism","2/2092","90/8384",0.9999999998389,1,0.552797087057266,"13350/74134",2
"mmu04610","mmu04610","Complement and coagulation cascades","2/2092","91/8384",0.99999999987822,1,0.552797087057266,"12759/17174",2
"mmu05150","mmu05150","Staphylococcus aureus infection","2/2092","108/8384",0.999999999998976,1,0.552797087057266,"16661/17174",2
"mmu04060","mmu04060","Cytokine-cytokine receptor interaction","16/2092","276/8384",1,1,0.552797087057266,"11479/320100/57266/15980/15976/12504/94185/12978/14561/269275/16183/12804/76527/20312/20315/12168",16
