"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0022803","GO:0022803","passive transmembrane transporter activity","125/4719","451/22707",0.000237894681482282,0.00152468864040917,0.000967514254832249,"14395/11950/53623/66043/12297/14809/12028/12728/12725/11951/22335/28240/215999/16506/56808/14394/53871/12289/12298/11749/228033/54411/20266/19164/22333/14399/14799/11418/12295/15165/22334/12294/319984/67498/28080/20273/14409/58226/80906/57340/11947/11946/11949/14802/16519/14810/16410/20614/58869/16497/99738/14658/226922/15168/67549/16498/26372/80334/14397/14400/111173/14812/57776/20866/14396/14456/234267/74166/14402/14800/16525/207777/12286/68539/268345/78339/16512/16526/102566/76376/16524/16494/16511/27425/116873/242443/269717/12293/20927/56543/14803/118454/16520/231549/17357/16485/16527/16500/231503/12288/382571/331461/226025/81905/70357/58802/110886/110862/20269/16502/14811/19229/67942/16504/16531/94249/54376/72821/72961/620592/241794/110876/56461/270028/98741",125
"GO:0030331","GO:0030331","estrogen receptor binding","21/4719","48/22707",0.000277620821499445,0.0017692445573524,0.00112270091358681,"17978/12387/20185/13982/14816/17977/18193/223499/11545/18538/20779/16842/19017/233908/170826/22378/234594/321006/18708/268903/320165",21
"GO:0008157","GO:0008157","protein phosphatase 1 binding","12/4719","21/22707",0.000282168613241322,0.00178812469514725,0.00113468159079893,"19047/219181/71702/74189/16905/76497/217124/52040/20853/19045/17872/218194",12
"GO:0019210","GO:0019210","kinase inhibitor activity","24/4719","58/22707",0.000294195178628643,0.00185392268990564,0.00117643470430742,"19088/12576/56398/26914/14694/19084/24056/12575/19085/114715/18767/57816/12367/19087/18769/66801/66787/114716/232341/66259/109050/192231/73047/18148",24
"GO:0042393","GO:0042393","histone binding","71/4719","233/22707",0.00029779024463307,0.00186615219970057,0.00118419512485665,"13163/21427/12419/70238/66471/14479/50724/66505/110052/20729/13039/219249/214669/74022/72057/14312/109113/19708/67155/21372/68094/30951/74112/20617/20846/19231/66262/213464/14194/67382/81004/16842/54124/109331/67628/69188/71777/28019/29861/66423/21951/26992/75796/11737/20588/68142/72135/114741/11785/72612/18676/231051/68298/217127/228880/12418/320595/27223/26356/68911/381022/15270/18751/18148/56632/103537/69260/233726/75339/58230/433466",71
"GO:0016671","GO:0016671","oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor","8/4719","11/22707",0.000310523944053812,0.00190364678746032,0.00120798788304687,"56551/93692/50527/76467/14827/320183/110265/27361",8
"GO:0034450","GO:0034450","ubiquitin-ubiquitin ligase activity","8/4719","11/22707",0.000310523944053812,0.00190364678746032,0.00120798788304687,"56438/28000/66156/63958/53323/23802/56424/140630",8
"GO:0043008","GO:0043008","ATP-dependent protein binding","8/4719","11/22707",0.000310523944053812,0.00190364678746032,0.00120798788304687,"13002/20907/53817/15516/18195/17918/56459/19122",8
"GO:0047372","GO:0047372","acylglycerol lipase activity","8/4719","11/22707",0.000310523944053812,0.00190364678746032,0.00120798788304687,"106861/16890/193742/66082/76192/23945/14073/54608",8
"GO:0003697","GO:0003697","single-stranded DNA binding","39/4719","111/22707",0.000320819512319271,0.00194948924088839,0.00123707790575224,"68275/59093/13870/66970/53379/245841/15387/20024/15499/17685/20589/21681/69917/22099/98415/320267/76246/56045/22608/50926/232210/56449/21750/57321/18102/51810/56381/19290/66962/23983/53424/18521/50755/72475/12953/21969/67710/18861/19291",39
"GO:0030742","GO:0030742","GTP-dependent protein binding","13/4719","24/22707",0.000321458332274149,0.00194948924088839,0.00123707790575224,"19344/19353/19376/56513/12540/67295/74006/76932/11765/19339/17532/217944/320415",13
